step,epsilon,lambda_cost,lr,buffer_size,loss_mean,td_abs_mean,grad_norm_mean,q_pred_mean,q_target_mean,ep_ret_ma,ep_consistency_ma,ep_teacher_iou_ma,ep_comp_ma,ep_full_frac_ma,episodes_done
41000,0.299290,0.250000,0.00002572,41000,2.66950069,3.12894115,2.77006496,88.07010651,87.80883789,171.423118,0.96487893,,33.275000,0.118176,219
42000,0.282199,0.250000,0.00002393,42000,2.65981164,3.11915375,2.76409788,87.86420441,88.17340851,171.883887,0.96640153,,32.650000,0.118676,224
43000,0.265108,0.250000,0.00002217,43000,2.66438090,3.12354098,2.76938793,88.24791718,87.99205780,178.116755,0.96161325,,31.287500,0.109479,229
44000,0.248017,0.250000,0.00002047,44000,2.67029711,3.12982132,2.79611766,87.89778900,86.30228424,175.311005,0.96463464,,30.825000,0.103768,235
45000,0.230926,0.250000,0.00001881,45000,2.66608377,3.12538830,2.79414859,88.10639191,87.49553680,178.667146,0.96258003,,29.200000,0.092684,240
46000,0.213835,0.250000,0.00001720,46000,2.68968417,3.14863168,2.81235836,88.56893158,88.22537994,181.596326,0.96251615,,29.525000,0.086539,245
47000,0.196744,0.250000,0.00001565,47000,2.68050054,3.13947499,2.76292520,88.34618378,86.90464020,175.767191,0.96460485,,27.712500,0.081577,250
48000,0.179653,0.250000,0.00001416,48000,2.66930006,3.12766871,2.72113366,88.24130249,87.43717194,178.967037,0.96172581,,26.712500,0.077788,255
49000,0.162563,0.250000,0.00001274,49000,2.67105367,3.12987420,2.69626028,88.16967010,88.35230255,179.166536,0.96042643,,24.875000,0.070038,260
50000,0.145472,0.250000,0.00001139,50000,2.67674372,3.13549118,2.76292307,87.62082672,88.00801849,179.995015,0.96289695,,23.537500,0.061288,265
51000,0.128381,0.250000,0.00001010,51000,2.70701741,3.16603923,2.74494538,87.87369537,88.61846161,186.527015,0.96215070,,23.612500,0.055500,270
52000,0.111290,0.250000,0.00000889,52000,2.68899707,3.14751873,2.77067184,88.21639252,88.15799713,187.896636,0.96618630,,21.362500,0.046500,275
53000,0.094199,0.250000,0.00000776,53000,2.64579448,3.10379265,2.82185949,87.87133789,88.42325592,183.078646,0.97065886,,20.012500,0.043547,281
54000,0.077108,0.250000,0.00000671,54000,2.68825622,3.14646954,2.74973550,87.84497070,88.33840179,183.217778,0.96933889,,18.400000,0.040797,286
55000,0.060017,0.250000,0.00000574,55000,2.67235237,3.13086791,2.79552627,88.37551880,87.11580658,177.997051,0.97345400,,18.175000,0.036253,292
56000,0.060000,0.250000,0.00000485,56000,2.66135111,3.11909585,2.79062810,88.06754303,88.14766693,174.158722,0.97483205,,17.312500,0.031138,297
57000,0.060000,0.250000,0.00000405,57000,2.68057838,3.13889063,2.80381383,87.61791992,87.01367950,180.222803,0.97369932,,16.350000,0.025091,302
58000,0.060000,0.250000,0.00000334,58000,2.63291309,3.09071211,2.73337810,88.11086273,88.17367554,185.044316,0.97246314,,14.875000,0.021176,307
59000,0.060000,0.250000,0.00000273,59000,2.66256404,3.12044625,2.76952982,87.80928802,86.29924774,186.309611,0.97414181,,13.075000,0.019053,313
60000,0.060000,0.250000,0.00000220,60000,2.65208939,3.11012390,2.76023483,88.04543304,86.92754364,182.513120,0.97644060,,11.700000,0.017479,318
61000,0.060000,0.250000,0.00000177,61000,2.64928446,3.10716705,2.76807060,88.17636108,88.34857178,182.045845,0.97574485,,13.012500,0.018729,323
62000,0.060000,0.250000,0.00000143,62000,2.63660349,3.09465485,2.76133351,88.18466949,87.28804779,174.702529,0.97632514,,12.050000,0.019316,329
63000,0.060000,0.250000,0.00000119,63000,2.66354880,3.12099240,2.75469208,87.95370483,88.04976654,175.417705,0.97363540,,12.837500,0.021962,335
64000,0.060000,0.250000,0.00000105,64000,2.65566012,3.11352767,2.78688360,87.99576569,85.80105591,176.016525,0.97689513,,13.050000,0.020962,340
65000,0.060000,0.250000,0.00000100,65000,2.64665549,3.10438710,2.69966180,87.74136353,88.30191040,167.464315,0.97894658,,11.100000,0.022507,346
