step,epsilon,lambda_cost,lr,buffer_size,loss_mean,td_abs_mean,grad_norm_mean,q_pred_mean,q_target_mean,ep_ret_ma,ep_consistency_ma,ep_teacher_iou_ma,ep_comp_ma,ep_full_frac_ma,episodes_done
55000,0.138349,0.250000,0.00001051,55000,2.64657959,3.10588747,2.87330437,87.77465820,87.63714600,176.39945792,0.96673300,,19.25000000,0.05021580,292
56000,0.122682,0.250000,0.00000947,56000,2.62643575,3.08489971,2.84820298,87.62522125,86.46672821,172.22159935,0.96786450,,19.62500000,0.04567819,297
57000,0.107016,0.250000,0.00000848,57000,2.62387341,3.08272917,2.80930972,87.54372406,85.93808746,178.39441127,0.96827543,,19.46250000,0.04216237,302
58000,0.091349,0.250000,0.00000755,58000,2.64934749,3.10872110,2.86306068,87.55078888,87.88625336,182.17603237,0.96673041,,21.90000000,0.04224727,307
59000,0.075682,0.250000,0.00000667,59000,2.63866537,3.09765360,2.87981254,87.96558380,87.73470306,183.00687209,0.96917499,,22.31250000,0.04107895,313
60000,0.060016,0.250000,0.00000586,60000,2.62612643,3.08441277,2.89393376,87.44197845,86.26491547,180.02895225,0.97322289,,19.06250000,0.03307895,318
61000,0.052507,0.250000,0.00000510,61000,2.62811779,3.08682087,2.83617465,87.54615021,87.80228424,179.81359720,0.97330236,,19.98750000,0.02957895,323
62000,0.045007,0.250000,0.00000440,62000,2.62726872,3.08616433,2.87612689,86.96811676,87.43442535,173.89641845,0.97854459,,17.05000000,0.02383982,329
63000,0.037507,0.250000,0.00000376,63000,2.63582543,3.09470577,2.87291197,86.90897369,88.05149078,175.85943182,0.97696903,,13.73750000,0.01951087,335
64000,0.030007,0.250000,0.00000319,64000,2.60551065,3.06450378,2.81248269,87.18685913,87.44339752,176.44361466,0.97942120,,13.36250000,0.01676087,340
65000,0.030000,0.250000,0.00000268,65000,2.64443324,3.10324874,2.79125840,87.27196503,87.24761963,168.55888479,0.98132567,,8.62500000,0.01276087,346
66000,0.030000,0.250000,0.00000224,66000,2.64373473,3.10240345,2.79014055,87.23125458,87.12789154,176.04413237,0.98184566,,9.90000000,0.00900000,351
67000,0.030000,0.250000,0.00000186,67000,2.63872458,3.09700676,2.86753722,87.44557953,86.34706879,178.75091251,0.98344206,,9.95000000,0.00812500,356
68000,0.030000,0.250000,0.00000155,68000,2.59978991,3.05842631,2.82456857,87.36064911,86.66374969,160.58472649,0.98494214,,8.50000000,0.01609698,363
69000,0.030000,0.250000,0.00000131,69000,2.62840271,3.08733961,2.83344520,87.73413849,87.05635834,170.04156138,0.98299194,,6.91250000,0.01784698,368
70000,0.030000,0.250000,0.00000114,70000,2.63862947,3.09706687,2.84653435,87.47782135,87.55916595,169.97788496,0.98247043,,6.75000000,0.01809698,373
71000,0.030000,0.250000,0.00000103,71000,2.65144345,3.10980676,2.79668236,87.53647614,87.54584503,177.07598772,0.98081201,,6.80000000,0.01866226,378
72000,0.030000,0.250000,0.00000100,72000,2.63176758,3.09065391,2.82578083,87.12044525,86.89205170,192.42679544,0.97842542,,7.28750000,0.01279240,383
